Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Indonesia,IDN,0.000277684,0.000315704,0.000730532,0.001796458,0.003754502,0.01527193,0.188799863,0.388927719,0.890034023,1.027810134,1.155253088,1.204163604,1.282696134,1.680869145,2.361483157,2.814077867,3.372071622,3.744756006,4.04855243,4.705744462,5.554445718,6.235748948,6.824741873,7.630043705,8.427767432,8.825940351,9.339845464,10.20645761,11.0276046,11.73508494,12.6526737,13.84443641,14.88602496,16.32578542,17.71870229,19.38786131,20.93370995,22.23707238,35.23487344,42.45021132,44.01603795,49.07793288,54.91826459,58.62926593,62.18457972,68.68485723,77.68852994,82.66569441,91.11963768,95.11652363,100,105.3560478,109.8647599,116.9098522,124.38615,132.3009914,136.9656666,142.1824123,146.7298984,151.1766751,154.0807306,156.4845902,163.0717524
"Iran, Islamic Rep.",IRN,0.141434222,0.145907171,0.146959629,0.147506098,0.153132703,0.156431755,0.155824567,0.158314036,0.159406974,0.165134777,0.16788736,0.174930736,0.186123227,0.204399572,0.233524335,0.263600359,0.293271591,0.373298912,0.417056895,0.460794639,0.55592069,0.690473453,0.819521049,0.981296055,1.104352734,1.15282654,1.365280978,1.755361258,2.258634476,2.763431445,2.974217012,3.483657794,4.382710535,5.311960466,6.982414184,10.44960078,13.47343771,15.81097484,18.63578482,22.37611874,25.6154538,28.50340337,32.58963239,37.95649684,43.55944842,49.41084053,54.35978005,63.7863315,79.99476303,90.8352972,100,126.2933857,160.7169373,219.5442149,256.0029419,287.9640939,308.8283178,333.6733224,393.7816296,550.9294253,719.4815397,1031.657502,1480.309505
Iraq,IRQ,59.05985099,59.60099304,60.37125372,62.75891111,62.70234241,62.41668254,63.65454199,65.74938107,67.19355043,71.04995874,74.14460738,76.8107662,80.79413445,84.74576271,91.27118644,99.95762712,112.7754237,123.1144068,128.7923729,,,,,,,,,,,,0.030567551,0.085880263,0.157689748,0.485199224,2.661317746,12.96889007,10.87865181,13.387617,15.36480384,17.29735235,18.15858097,21.13188182,25.21386289,33.68980815,42.77322283,58.58198395,89.76573811,80.72857909,90.95112024,97.20275052,100,105.8014554,112.243808,114.3534281,116.9103411,118.5392883,119.1989848,119.4183812,119.8571739,119.6186996,120.3055055,127.5742016,133.9462344
Ireland,IRL,5.073265379,5.213135273,5.435409136,5.568773453,5.9428441,6.239280504,6.429846764,6.634529043,6.945081466,7.460316168,8.072598503,8.796044489,9.55301602,10.64347851,12.45032897,15.04944101,17.7561877,20.14834131,21.70200835,24.58738888,29.05109246,34.96982343,40.96613899,45.24612943,49.16042359,51.81287292,53.79577194,55.49539967,56.67998869,58.99765765,60.95479951,62.91194659,64.84334174,65.79616335,67.31552753,69.01515526,70.22549622,71.29686005,73.01904845,74.21066365,78.35957206,82.17795947,85.97025311,88.97103592,90.92806819,93.13734018,96.799165,101.5395321,105.6623467,100.9306776,100,102.5571888,104.2967731,104.8273463,105.0187005,104.7142733,104.7229712,105.079586,105.5927633,106.5843263,106.2277116,108.7327129,117.221884
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,0.000886867,0.000947084,0.001036187,0.00110438,0.001161507,0.00125104,0.001350252,0.001373288,0.001401842,0.0014363,0.001524068,0.001706539,0.001926366,0.002312263,0.003229768,0.004499284,0.005908049,0.007953221,0.011973648,0.021350217,0.049324337,0.106935179,0.235647014,0.579577457,2.742651249,11.24299687,16.62710094,19.79868958,23.04624442,27.73715697,32.5040357,38.72376792,43.37669737,48.11508879,54.02146045,59.38657298,66.16655588,72.10141487,76.06115279,80.00189915,80.82803153,81.75861742,86.47801728,87.08574684,86.75339474,87.89288766,89.70658057,90.11489887,94.2170734,97.37916627,100,103.4849492,105.2226759,106.8749407,107.3877125,106.7419998,106.1532618,106.4286393,107.2737632,108.1853575,107.5206533,109.1444307,113.9397968
Italy,ITA,4.147835617,4.23289517,4.431466362,4.761819692,5.043353831,5.271276522,5.394971714,5.59638426,5.667867623,5.818477191,6.107557749,6.400211419,6.768191826,7.49906297,8.935866156,10.45054038,12.18681055,14.27441715,16.00076713,18.36865243,22.23785629,26.23384312,30.55728924,35.03288603,38.81450952,42.38776994,44.85624161,46.9856952,49.36234794,52.45234769,55.83899072,59.32892725,62.45591175,65.34558108,67.9932809,71.55301648,74.42012917,75.94061263,77.42531659,78.71325573,80.71075046,82.95867838,85.00387792,87.27565376,89.20159756,90.97251062,92.87460382,94.57396864,97.74014678,98.49740629,100,102.7806327,105.9065652,107.1986183,107.4570178,107.4987009,107.3976342,108.7149018,109.9515203,110.6235956,110.4712586,112.5412505,121.7710848
Jamaica,JAM,0.11311686,0.120693937,0.122392712,0.124549887,0.127057603,0.130401224,0.132881975,0.136899713,0.145016084,0.154157112,0.176861378,0.186299019,0.196410776,0.231141292,0.293915082,0.344986198,0.378772951,0.421161438,0.568145943,0.733358577,0.933625304,1.052566536,1.121461309,1.251350204,1.599410377,2.010028622,2.313650991,2.467565422,2.671553275,3.054374544,3.725120542,5.627580495,9.977508484,12.17953956,16.45009953,19.72510853,24.93385021,27.34184991,29.70196999,31.47049642,34.04197698,36.35748138,38.93026405,42.85714286,48.6662153,55.99187542,60.78537576,66.40487475,81.02911307,88.80162492,100,107.5558565,114.9492214,125.6872038,136.0866622,141.1103588,144.4278944,150.7515234,156.3845633,162.4915369,170.9846085,181.009064,199.7427217
Japan,JPN,18.9725686,19.9911037,21.35758367,22.79001663,23.65612602,25.23067563,26.50251161,27.55992156,29.0314651,30.55556503,32.67128546,34.76072814,36.44436996,40.67505968,50.12072202,56.00051732,61.25002618,66.2491473,69.03794888,71.59363083,77.16259995,80.95295257,83.17190615,84.75193925,86.66870071,88.43004908,88.95672678,89.06896957,89.67335381,91.71099212,94.53432995,97.60805554,99.32623361,100.5609043,101.2602632,101.1307523,101.2688973,103.0388797,103.7209705,103.366974,102.6676151,101.9078177,100.9667051,100.7076833,100.6990493,100.4141253,100.664513,100.7249514,102.1150352,100.7335855,100,99.72754438,99.68359993,100.0175778,102.7772895,103.5946564,103.462823,103.9637898,104.99209,105.4842679,105.4579012,105.2118123,107.8396906
Jordan,JOR,,,,,,,,,,7.663902273,8.116072507,8.506931523,9.158363216,10.17766222,12.15494901,13.61109044,15.17636584,17.38703378,18.59048102,21.23897237,23.59885819,25.41597027,27.30387892,28.67457927,29.77782589,30.66671622,30.66671622,30.60538278,32.62938605,41.0192885,47.66118812,51.5481944,53.6079755,55.38597336,57.3337298,58.68286385,62.49796478,64.39658057,66.38750819,66.78998682,67.2353965,68.42694514,69.68120686,70.81701053,73.1977851,75.75508539,80.49108475,84.30950647,96.08858237,95.37842073,100,104.1624416,108.865615,114.1179706,117.4267973,116.3971388,115.491068,119.3298693,124.6547393,125.6040026,126.0226337,127.7190165,133.1204525
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.373663499,7.388718886,20.40433873,28.39927739,33.34303526,35.72583748,38.68966284,43.78930496,47.44752383,50.21699998,53.45007997,57.12854354,61.45888674,66.81914269,74.06690565,86.76189905,93.10946776,100,108.4248876,113.9522961,120.6144136,128.7035136,137.2826017,157.2517616,168.9512996,179.1206995,188.5164343,201.281911,217.4696477,
Kenya,KEN,0.741244284,0.759456674,0.783132781,0.788596499,0.787813384,0.816005513,0.856923256,0.871998214,0.875195932,0.873694962,0.892816013,0.926566298,0.980600353,1.071611776,1.262465277,1.503850961,1.676027316,1.924430729,2.250271154,2.429828224,2.766558228,3.087563458,3.725661388,4.150304178,4.577125536,5.172452409,5.303536629,5.76163879,6.468301659,7.360236297,8.669019857,10.41014877,13.25548857,19.35021392,24.92585992,25.31328958,27.55708169,30.68807461,32.75106095,34.63162722,38.08787233,40.27358227,41.06347134,45.09413465,50.33589289,55.52692196,63.55263568,69.75466128,88.0581565,96.18955755,100,114.022494,124.7152583,131.8458452,140.9144068,150.1896388,159.6473169,172.4282386,180.5148122,189.966315,200.2336423,212.4697383,228.7382796
Kiribati,KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.47306415,83.36407614,94.7561102,104.0577858,100,101.4974098,98.40593782,96.94159932,98.98123623,99.54742449,101.4560581,101.8167556,102.3910331,100.5346018,103.1014971,105.2188067,
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,1.47695384,1.597999849,1.703760449,2.056296552,2.662139739,3.022811615,3.363222065,3.72922269,4.130927898,4.642731883,5.383263513,6.110634055,6.824905256,7.044737436,8.75690448,10.96795775,12.64905178,13.92618421,15.93995014,18.86070632,24.273278,29.456021,31.5741583,32.65418844,33.39673045,34.21799238,35.15898066,36.2312103,38.820328,41.03315092,44.55103466,48.70888939,51.73530978,54.21912025,57.61641414,60.19805648,63.16253599,65.96627791,70.92270703,71.49927832,73.11456556,76.08782485,78.18957,80.93783527,83.84404017,86.15293033,88.08477219,90.31734577,94.53868508,97.14464067,100,104.025965,106.3010868,107.6844333,109.057167,109.8274724,110.8946503,113.0508108,114.7192592,115.1586343,115.7773678,118.6698724,124.7076621
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.35962604,88.39024153,87.4491268,86.237791,86.77388558,90.55592274,99.02327972,96.63655724,100,107.3364177,109.9948594,111.9388252,112.4189956,111.8153849,112.1208304,113.789451,114.9885617,118.0656464,118.2996855,122.2670919,136.4262453
Kuwait,KWT,,,,,,,,,,,,,20.06105747,21.71943822,24.54136031,26.60096221,27.99353395,30.76195988,33.43509579,35.79227004,38.27203965,41.09451898,44.29035689,46.38005038,46.92615694,47.62550769,48.07966774,48.3945149,49.10501068,50.74611663,55.73630468,60.78500414,60.45343944,60.68469886,62.22271326,63.89446805,66.16526831,66.6166421,66.7030161,68.69797681,69.94343413,70.85269878,71.48218968,72.16938392,73.07046519,76.0977569,78.42407552,82.72559672,91.48020654,95.69707401,100,104.8394035,108.2520792,111.1557213,114.3891597,118.1316318,121.9099512,124.5576318,125.2341456,126.6015121,129.2623335,133.6877969,139.0094396
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.74066736,22.0888649,27.2654849,30.11674097,41.26924898,48.98690158,52.37663836,53.49446574,55.08571904,57.35010062,59.83833448,63.16063261,69.62203055,86.69342375,92.62027383,100,116.6363263,119.8653357,127.7929318,137.4211673,146.3581034,146.9271997,151.5925936,153.9311541,155.6761524,165.5233275,185.2289456,211.0182037
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.677125383,2.705749927,3.670159912,4.163486602,4.574194973,4.860869946,5.190654733,6.207707416,7.016225036,8.94630873,17.08572613,38.4893789,48.14430159,51.90524196,57.42346712,66.3179906,73.25635567,78.50547947,83.64412973,87.54359622,94.22212986,94.3551599,100,107.5689886,112.1461854,119.2914979,124.2173338,125.8040293,127.8130092,128.8680783,131.4974931,135.8665747,142.8013033,148.1643781,182.1773225
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.129990427,11.88406632,24.83645562,33.75887913,42.19047502,49.6204159,53.81204268,56.31118922,57.64284657,59.17283457,60.64448666,61.8203079,63.63946166,67.58026244,72.14088285,76.85615458,84.61322903,97.64562857,101.0965293,100,104.3707356,106.7272068,106.6957706,107.3578078,107.5448705,107.6961144,110.8520017,113.6614949,116.8569846,117.1129773,120.9493986,141.8860818
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.03338196,96.16912279,100,104.9714857,111.8801573,117.2739215,119.4488886,114.9705763,114.0699432,118.9993072,126.2308821,130.0246118,240.3691313,612.355015,1660.740427
Lesotho,LSO,,,,,,,,,,,,,,5.72915055,6.498164948,7.421680231,8.268683346,9.648586995,10.94956185,12.70188071,14.76909168,16.60241764,18.61793747,21.87465314,24.27733498,27.51127641,32.46467262,36.27935706,40.43565502,46.39111759,51.78861139,60.94385404,71.43138946,80.81437446,87.45306409,95.56069191,104.4768051,,,65.34307054,69.34989154,62.68109949,83.87519536,89.43541926,93.92813661,97.15727721,103.0573654,111.3147716,123.2428909,102.4645202,100,105.0366305,111.3928556,116.8122506,123.0854068,127.0468431,135.4274943,141.4509021,148.1723704,155.8581951,163.6169668,173.5121053,187.8646864
Liberia,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.02866457,46.83817864,51.67669745,55.72251108,61.75968788,66.29374207,73.84585667,86.76108985,93.20539392,100,108.4881675,115.8998481,124.6819352,136.9769615,147.590891,160.6294374,180.579023,223.129788,,,,
Libya,LBY,,,,,10.78198571,12.01382757,13.48467012,14.46852632,14.52513175,15.94655686,15.10196798,14.63322564,14.59649285,15.75996405,16.93541333,18.4797876,19.49233494,20.7164951,26.80295872,25.18432033,27.63583481,30.73097165,33.88360329,37.47702841,42.1532723,46.00542403,47.51945382,49.58926669,52.60774379,53.40308855,57.9164305,64.80622427,70.87192588,78.71996635,82.74460248,88.73364435,92.30790454,95.58510825,99.13062104,101.756217,98.8052867,90.09665046,81.26929864,79.48856484,77.74174978,79.80206612,80.96659274,86.0278046,94.94091221,97.27636395,100,115.5184815,122.518675,125.7112887,128.7697707,142.16478,178.9198834,225.0876876,254.7321949,249.2244293,252.8307979,260.0828202,271.8133395
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.372875406,4.178518484,21.32932526,36.74076132,51.30760208,63.94219933,69.62093706,73.14901554,73.68121166,74.40447784,75.42167657,75.63399357,74.77607072,75.64654084,77.65759266,80.56130327,85.18324528,94.49026923,98.69796303,100,104.1302756,107.3478832,108.4723301,108.5848789,107.6248828,108.5994531,112.6424898,115.6815028,118.3820983,119.8025585,125.4135643,150.1263651
Luxembourg,LUX,17.08905724,17.17150059,17.32534808,17.82368095,18.37557012,18.9881527,19.62077714,20.04579398,20.57208208,21.044095,22.02040495,23.04924561,24.25372554,25.72546547,28.17984348,31.20006643,34.25684503,36.55393575,37.68515607,39.39852216,41.88058968,45.26158613,49.49673583,53.78774229,57.2494449,59.59300118,59.76854036,59.73467376,60.59281645,62.63537538,64.67338429,66.69013104,68.79365365,71.26203749,72.82607153,74.18623988,75.06450086,76.09101738,76.82040313,77.60796342,80.05320957,82.18568387,83.89028574,85.60990263,87.5153044,89.69241969,92.08390208,94.21330421,97.41832742,97.77686778,100,103.4106834,106.1643462,108.005278,108.6841387,109.2001092,109.5176995,111.4132314,113.1158431,115.0878151,116.031486,118.963509,126.5010465
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.60811516,49.6083781,53.56201395,58.68729754,63.21438971,67.45347432,71.67071202,77.80476891,81.55689359,84.40399349,84.54970043,81.84059065,80.52318724,78.92508374,76.84342124,75.64277964,76.3846299,79.74241638,83.84912959,88.52078124,96.14332217,97.26730198,100,105.8062462,112.2682455,118.4436477,125.6073973,131.3358022,134.4470916,136.0982686,140.1872907,144.0451479,145.2139454,145.2523608,146.7702887
Madagascar,MDG,,,,,0.566257492,0.590050842,0.609000761,0.613965277,0.619837935,0.643570741,0.662096861,0.697756613,0.736988395,0.782092835,0.954942738,1.03316413,1.084686115,1.118408496,1.191423201,1.358884788,1.606444596,2.097023497,2.763661073,3.297830843,3.622885529,4.005334858,4.586001555,5.273586965,6.68974531,7.292691784,8.152097868,8.852578911,10.13729868,11.15187615,15.49461644,23.09940673,27.66300742,28.90407578,30.69844545,33.74665803,37.7489052,40.73746521,47.45854631,46.6498504,53.16021106,62.92245901,69.69646263,76.86681123,84.01274079,91.53542477,100,109.4825405,115.7382024,122.4816071,129.9289887,139.5491802,147.9720318,160.7110191,174.5228931,184.3145251,192.0590402,203.221994,219.8061084
Malawi,MWI,,,,,,,,,,,,,,,,,,,,,0.47155664,0.52726963,0.579053637,0.657240415,0.788861374,0.871841512,0.994307938,1.244427049,1.666439203,1.873850259,2.095405657,2.35974769,2.920219694,3.585232863,4.827503005,8.850057285,12.17785981,13.29059378,17.24436618,24.97056033,32.35722375,39.70231354,45.5562746,49.91910694,55.62476406,64.19673192,73.16777221,78.98622704,85.86798253,93.09982204,100,107.6228226,130.5155584,166.1245533,205.6490149,250.6189997,305.0311745,340.2421245,382.5008024,418.3443255,454.4286768,496.8275272,600.9326169
Malaysia,MYS,21.30924128,21.27079776,21.29386387,21.95509236,21.86667227,21.84360616,22.0550455,23.06418781,23.02766647,22.93347986,23.35635854,23.733105,24.50005316,27.08730183,31.78125522,33.20750968,34.08209969,35.71402697,37.44975175,38.81834094,41.40943396,45.42614906,48.06945126,49.85005692,51.79284953,51.97229041,52.35532767,52.50716226,53.84951808,55.36441321,56.81374339,59.28987571,62.11635944,64.31315752,66.7088037,69.01064107,71.41811832,73.31963614,77.18383172,79.3021893,80.51927191,81.66005666,83.13636633,84.04228364,85.23675238,87.77260621,90.9405264,92.78421205,97.83239896,98.40306356,100,103.1744709,104.8908515,107.0988169,110.4649225,112.7895351,115.1474754,119.6050658,120.6632228,121.4630895,120.0799867,123.0544909,127.2121313
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,24.80352035,27.21496654,29.85592658,31.78353276,34.06109587,35.30429589,40.49885596,47.32534221,56.85068389,58.77570545,62.00182242,65.87150863,70.85984908,69.86479799,71.92840037,71.08341659,71.56150756,74.55182852,73.61199005,72.37132465,73.31235089,75.31995194,80.4377721,90.12365293,94.20641356,100,111.2734146,123.3851871,128.0807708,130.7960854,132.0428424,132.7063701,136.4453368,136.263355,136.5631749,134.6925677,135.42415,138.5837896
Mali,MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.59406199,52.55372603,52.87238013,53.82430886,50.46432315,50.33121447,61.99637494,70.32978487,75.11605022,74.84337911,77.86449906,76.92864278,76.40732686,80.37058401,84.41549306,83.2786475,80.69719158,85.86010343,87.18537642,88.4164357,96.52509653,98.90323541,100,102.955644,108.4361051,107.7781839,108.7307431,110.3080898,108.3229335,110.2292627,110.5594506,108.7260798,109.2023967,113.4892491,124.40859
Malta,MLT,20.9007827,21.42566855,21.46180823,21.86450755,22.34120716,22.6991621,22.81790677,22.976233,23.44432793,23.99158597,24.88303145,25.46126636,26.32001404,28.34383623,30.40035622,33.07305421,33.25545634,36.5944288,38.31711565,41.05568108,47.5208235,52.99035426,56.07345705,55.57945126,55.33351219,55.20336364,56.32282642,56.56598652,57.09677028,57.58077467,59.29864288,60.80612873,61.79922178,64.36068801,67.0187341,69.98541588,71.42291632,73.64565313,75.40228707,77.01195163,78.83682135,81.14634008,82.92222001,84.00339123,86.3477818,88.94509417,91.41223546,92.55417469,96.49570688,98.5069934,100,102.9629853,105.4092011,106.6533294,106.9842816,108.1616952,108.8568534,110.3420468,111.6196131,113.4524741,114.1769192,115.8871663,123.01858
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,,,,,,,,,,,,,,,,,,,,,,,,,,20.89515439,22.44836086,24.27842814,24.5988205,27.78010776,29.61365756,31.28051163,34.45292405,37.68128161,39.23686236,41.8044405,43.76143438,45.78555256,49.46289551,51.478101,53.15323313,55.65935298,57.82767732,60.8069023,67.1111329,75.24879313,79.94509535,85.74439924,92.04372763,94.08794549,100,105.6863196,110.8675146,115.445347,119.5256111,123.4158433,125.2321671,128.0552465,131.9831618,135.0188968,138.2400357,143.1685209,156.8057037
Mauritius,MUS,,,,2.913207627,2.968429638,3.021432908,3.097116647,3.15529698,3.375445445,3.453594452,3.506844249,3.517937956,3.707763621,4.206487411,5.431232734,6.231705372,7.039068243,7.684726705,8.341397295,9.548094708,13.55824812,15.51898652,17.2905864,18.25704338,19.606086,20.91943965,21.26098152,21.37127109,23.32873294,26.28449322,29.82976901,31.91815524,33.40028094,36.91326853,39.61660125,42.00521762,44.75696824,47.81536555,51.07197123,54.60060842,56.89344535,59.95962899,63.80863767,66.31060854,69.43408395,72.86216275,79.35673239,86.36178346,94.76675678,97.15117488,100,106.5224925,110.6259098,114.5457129,118.231441,119.7525473,120.9233382,125.3575934,129.3891611,129.9140349,133.2668574,138.6355512,153.5718006
Mexico,MEX,0.012904548,0.013112151,0.013269364,0.013348191,0.013660259,0.014147662,0.014744098,0.01518892,0.015543422,0.016066769,0.016870656,0.017793317,0.018672964,0.02092902,0.025906781,0.029778429,0.034490783,0.044515227,0.052286381,0.061797925,0.078082699,0.099894134,0.158745185,0.320466745,0.530208407,0.836395535,1.557647148,3.611052634,7.733511878,9.2808234,11.75431806,14.41812387,16.65407157,18.27808677,19.551304,26.39411793,35.46798894,42.78348465,49.59820709,57.82437574,63.31281192,67.34440594,70.73231938,73.94844729,77.41545284,80.50282534,83.42464932,86.73397923,91.1790807,96.00916106,100,103.4073782,107.6589827,111.7569043,116.2479852,119.4106751,122.7800955,130.1978025,136.5766487,141.542523,146.3504877,154.6766721,166.8903693
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.8902863,72.42046596,72.78437689,72.70326421,72.79533806,74.45266732,77.62263838,81.22228739,83.90777462,90.97593537,96.79257512,100,105.082594,110.3561677,112.2899691,113.0201738,112.6832427,111.5141901,112.1634856,113.8441435,116.034336,116.6778562,120.4013781,126.9135801
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010014186,0.112842477,1.933673182,11.33955502,14.72618234,18.18767124,20.3288753,21.89333781,30.48778227,40.03024519,43.93906367,46.26838061,51.70310124,58.17854078,65.13621936,73.45916639,82.54398406,93.09562055,93.03723229,100,107.687251,112.5830734,117.7595069,123.7520357,135.72658,144.3578526,153.8424955,158.5270826,166.1962796,172.4551837,181.2614547,233.3510985
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.288663203,8.425724771,15.80497531,15.81185302,23.22602334,31.71655511,34.68428655,37.30813254,41.63421151,44.24774093,44.65352577,46.94380287,50.81251419,57.27412181,60.19233374,65.98943519,84.43722064,90.87091968,100,108.411215,123.9469051,136.9497494,153.7315454,162.5490993,163.7410267,170.7842341,182.4389736,195.7589699,203.1900592,218.1302431,251.1725166
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.20547945,84.60958904,88.28767123,96.02054795,99.34931507,100,103.4501431,107.7384073,110.115001,109.3326184,111.0258435,110.724536,113.3600412,116.3201256,116.7406969,116.4422427,119.2494346,134.7999229
Morocco,MAR,9.942806072,10.11811013,10.63380279,11.23989889,11.69191609,12.09912462,11.97649039,11.88687307,11.93875678,12.29093714,12.44816051,12.96542541,13.45281786,14.00231355,16.46067492,17.76407877,19.27440783,21.70240518,23.81101797,25.79480089,28.22167364,31.74727423,35.08956608,37.26790367,41.90685182,45.14568107,49.08850585,50.41327698,51.60759527,53.28998713,56.90443061,61.4489129,64.97623205,68.34402421,71.85804944,76.25833577,78.53602678,79.35138699,81.53602058,82.09436507,83.64975329,84.16821603,86.52123923,87.53157688,88.83881199,89.71177917,92.6585973,94.55076474,98.06317731,99.01621705,100,100.9069249,102.2057205,104.1278572,104.5884252,106.2178157,107.9548075,108.7695027,110.731614,111.0675582,111.8516604,113.4197746,120.9701767
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.24111292,60.92031567,68.98926503,74.84609955,85.70088364,88.94775873,100,111.1666056,114.059666,118.9201505,121.9642075,126.2948634,148.2929556,170.7047775,177.3816122,182.3530921,188.7061565,200.7993462,221.4403179
Myanmar,MMR,0.155438057,0.155210476,0.152707081,0.148610617,0.147927873,0.174099727,0.218478089,0.220298739,0.22553311,0.215747113,0.207099022,0.211423067,0.227581342,0.284931841,0.356767891,0.469705133,0.574845816,0.568196648,0.533850831,0.564132425,0.567563213,0.569370589,0.59957422,0.633450663,0.664149656,0.709362086,0.775513377,0.967530489,1.122749492,1.428120809,1.679852451,2.221975078,2.708881151,3.57116155,4.431768132,5.548339368,6.451353606,8.367227091,12.6753073,15.0076961,14.99131287,18.15467558,28.51636793,38.95042641,40.716522,44.53109747,53.43575273,72.15140982,91.48765373,92.8346659,100,105.0214601,106.5627375,112.5761141,118.1523459,129.3226718,138.2832137,144.6062642,154.5440819,168.1827007,,,
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.57347696,67.03881609,69.8119653,71.4050367,74.94755974,79.85503707,87.11756766,95.35168191,100,105.0055952,112.064069,118.3406934,124.6721213,128.9035123,137.5768913,146.0320916,152.2991918,157.968368,161.4584932,167.298294,177.4721736
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.3003003,100.1751752,,,,,,,,,,
Nepal,NPL,,,,,2.969465233,3.221034447,3.68450815,3.581034951,3.623286507,3.770304677,4.344796499,4.257922126,4.615120231,5.142617975,6.161182274,6.628568651,6.422205683,7.057930373,7.576412378,7.84654586,8.998772105,10.00167236,11.17172266,12.55447338,12.91174669,13.95148333,16.60211861,18.38690083,20.03859675,21.81138874,23.60858182,27.28147583,31.96011897,34.35885188,37.22757094,40.06541732,43.75963575,45.51439216,50.63224333,54.40490879,55.75350866,57.25233232,58.98673418,62.3531126,64.12507041,68.50887354,73.24991764,74.91211887,82.3342843,91.46912802,100,109.2270755,119.5597491,130.3681454,141.2723387,152.3889305,165.7844406,171.7976016,178.7745829,188.7299772,198.2653074,206.4926833,222.2910085
Netherlands,NLD,16.843093,17.06333991,17.47817064,18.04510086,19.09600571,19.84228484,20.98562512,21.71074818,22.51856024,24.1898405,25.07734903,26.95255261,29.05560428,31.38650586,34.3969183,37.91141511,41.25924008,43.89954052,45.70469488,47.62397209,50.72593829,54.14432202,57.34484519,58.91657583,60.86178951,62.23640441,62.28827645,61.85773336,62.31421293,62.98855123,64.53434813,66.57247218,68.6918613,70.46698572,72.44113569,73.83433812,75.27364044,76.86134641,78.36716497,80.05768513,81.94746467,85.35307123,88.15907995,90.00336648,91.14069168,92.6792652,93.70012829,95.21231587,97.57977199,98.74075355,100,102.3410702,104.8541039,107.4826899,108.5317587,109.1832185,109.5289654,111.0420628,112.9336621,115.9079949,117.3828783,120.5237155,132.5775428
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,102.4289969,104.2211688,105.5527122,105.7414943,106.3447581,106.9597684,,,,,,
